input,match,property_id,latitude,longitude,search_url,image_url,home_value,home_type,year_built,lot_size,price,beds,baths,sqft
1139-A S. OAK PARK AVE,425 S Harvey Ave Unit A,12770835,41.8807583,-87.7816028,/IL/Oak-Park/425-S-Harvey-Ave-60302/unit-A/home/12770835,['https://ssl.cdn-redfin.com/photo/68/mbphoto/115/genMid.12134115_0.jpg'],279000.0,Townhome,1996,1746.0,435000.0,3.0,2.5,1774.0
733 S HARVEY AVE,733 S Harvey Ave,13252531,41.8751128,-87.7808959,/IL/Oak-Park/733-S-Harvey-Ave-60304/home/13252531,['https://ssl.cdn-redfin.com/photo/68/mbphoto/440/genMid.09239440_3.jpg'],323500.0,Single-family,1923,3937.0,323250.0,3.0,1.5,1377.0
704 WISCONSIN AVE,704 Wisconsin Ave,13250111,41.8765657,-87.8018648,/IL/Oak-Park/704-Wisconsin-Ave-60304/home/13250111,['https://ssl.cdn-redfin.com/photo/68/mbphoto/767/genMid.09362767_3.jpg'],,Single-family,2016,4162.0,749000.0,5.0,3.0,
705 S LOMBARD,705 S Lombard Ave,13252957,41.8760801,-87.7797308,/IL/Oak-Park/705-S-Lombard-Ave-60304/home/13252957,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=705+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=bkZh7yzwSzvXZTWXwQBy45mfj4s='],520000.0,Single-family,1909,6250.0,,3.0,1.5,2063.0
811 S ELMWOOD AVE,811 S Elmwood Ave,13247035,41.8739418,-87.7857661,/IL/Oak-Park/811-S-Elmwood-Ave-60304/home/13247035,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=811+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=oczXJqzN2NOuu8hLUwBUdqcxqOQ='],520000.0,Single-family,1908,5320.0,,3.0,2.5,2093.0
704 S TAYLOR,704 S Taylor Ave,13252225,41.8761459,-87.7779443,/IL/Oak-Park/704-S-Taylor-Ave-60304/home/13252225,['https://ssl.cdn-redfin.com/photo/68/mbphoto/285/genMid.07439285_3.jpg'],330000.0,Single-family,1918,4125.0,330000.0,3.0,1.5,1850.0
3255 NEWPORT ST,,-1,,,,,,,,,,,,
609 CARPENTER AV,609 Carpenter Ave,13249908,41.877889,-87.796421,/IL/Oak-Park/609-Carpenter-Ave-60304/home/13249908,['https://ssl.cdn-redfin.com/photo/68/mbphoto/380/genMid.11976380_0.jpg'],387000.0,Single-family,1916,3600.0,387000.0,4.0,1.0,1440.0
1104 HOME AVE,1104 Home Ave,13248089,41.8684648,-87.7987644,/IL/Oak-Park/1104-Home-Ave-60304/home/13248089,['https://ssl.cdn-redfin.com/photo/68/mbphoto/245/genMid.09888245_H.jpg'],325000.0,Single-family,1914,5480.0,325000.0,2.0,1.0,1643.0
613 CARPENTER AV,613 Carpenter Ave,13249907,41.877767,-87.7964148,/IL/Oak-Park/613-Carpenter-Ave-60304/home/13249907,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=613+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=-E2n-kBUy4UT_PhY4i5MZ-ntQuw='],,Single-family,1911,3600.0,,4.0,2.0,1920.0
938 S HOME AV,938 Home Ave,13248293,41.8709207,-87.7988955,/IL/Oak-Park/938-Home-Ave-60304/home/13248293,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=938+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Y1PUosHECziaalrUTSKBg2yY-Rc='],185000.0,Single-family,1915,5480.0,,4.0,2.0,1720.0
800 HIGHLAND AVE,800 Highland Ave,13250145,41.874363,-87.781554,/IL/Oak-Park/800-Highland-Ave-60304/home/13250145,['https://ssl.cdn-redfin.com/photo/68/mbphoto/560/genMid.07309560_3.jpg'],432000.0,Single-family,1918,3668.0,432000.0,3.0,1.5,
620 S CLINTON,620 Clinton Ave,13249255,41.877456,-87.7984117,/IL/Oak-Park/620-Clinton-Ave-60304/home/13249255,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=620+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=L--KLZGiucfkon6esAXKg5GPonE='],,Single-family,1915,7500.0,,4.0,1.5,2279.0
704 S HIGHLAND,704 Highland Ave,12562742,41.8760652,-87.7815899,/IL/Oak-Park/704-Highland-Ave-60304/home/12562742,['https://ssl.cdn-redfin.com/photo/68/mbphoto/570/genMid.11060570_0.jpg'],326000.0,Single-family,1914,3125.0,427500.0,3.0,1.0,1677.0
1136 S HARVEY AVE,1136 S Harvey Ave,13250665,41.8676163,-87.7800419,/IL/Oak-Park/1136-S-Harvey-Ave-60304/home/13250665,['https://ssl.cdn-redfin.com/photo/68/mbphoto/391/genMid.10623391_1.jpg'],668000.0,Single-family,2019,3600.0,668000.0,5.0,3.5,3300.0
634 WENONAH AVE #2S,634 Wenonah Ave Unit 2S,21788096,41.8769758,-87.8007543,/IL/Oak-Park/634-Wenonah-Ave-60304/unit-2S/home/21788096,['https://ssl.cdn-redfin.com/photo/68/mbphoto/994/genMid.11775994_0.jpg'],430000.0,,,,,,,
746 S WESLEY 2S,746 Wesley Ave Unit 2S,12770829,41.8744662,-87.7912597,/IL/Oak-Park/746-Wesley-Ave-60304/unit-2S/home/12770829,['https://ssl.cdn-redfin.com/photo/68/mbphoto/277/genMid.06778277_2.jpg'],183000.0,,,,,,,
110 S MARION ST,110 S Marion St #207,18925825,41.8863256,-87.8023729,/IL/Oak-Park/110-S-Marion-St-60302/unit-207/home/18925825,['https://ssl.cdn-redfin.com/photo/68/mbphoto/220/genMid.12041220_0.jpg'],385000.0,,,,,,,
1016 S ELMWOOD AVE,1016 S Elmwood Ave,13247314,41.870103,-87.7850911,/IL/Oak-Park/1016-S-Elmwood-Ave-60304/home/13247314,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1016+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=eNqbQ-Dz1Iv4oN1hFZ6i-lAoNDw='],,Single-family,1915,4762.0,,4.0,1.5,1100.0
826 CLARENCE AVE,826 Clarence Ave,13250071,41.8733265,-87.790082,/IL/Oak-Park/826-Clarence-Ave-60304/home/13250071,['https://ssl.cdn-redfin.com/photo/68/mbphoto/100/genMid.08746100_2.jpg'],360000.0,Single-family,1920,3125.0,360000.0,3.0,1.5,1864.0
1124 S HUMPHREY AVE,1124 S Humphrey Ave,183995073,41.8681434,-87.7751995,/IL/Oak-Park/1124-S-Humphrey-Ave-60304/home/183995073,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1124+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RYVPQ8FBTKYabxNE6Y3HQ2rs_NE='],,,,,,,,
1104 S MAPLE,1104 S Maple Ave,13247653,41.8683652,-87.8030893,/IL/Oak-Park/1104-S-Maple-Ave-60304/home/13247653,['https://ssl.cdn-redfin.com/photo/68/mbphoto/996/genMid.11036996_2.jpg'],499000.0,Single-family,1914,8500.0,499000.0,5.0,3.0,3034.0
828 WISCONSIN AVE,828 Wisconsin Ave,13248751,41.8742617,-87.8018324,/IL/Oak-Park/828-Wisconsin-Ave-60304/home/13248751,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=828+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=vAqYptfYv__sPGyVtAi2eAjmuLI='],195000.0,Single-family,1908,5000.0,,4.0,1.5,1552.0
808 S EUCLID,808 S Euclid Ave,13249230,41.8739832,-87.7925299,/IL/Oak-Park/808-S-Euclid-Ave-60304/home/13249230,['https://ssl.cdn-redfin.com/photo/68/mbphoto/080/genMid.11194080_0.jpg'],320000.0,Single-family,1913,5040.0,320000.0,3.0,2.5,
835 S HARVEY AV,835 S Harvey Ave,13251594,41.8732343,-87.780864,/IL/Oak-Park/835-S-Harvey-Ave-60304/home/13251594,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=835+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=DmAb-z3sduucr2xv2c8Ykl1qAxQ='],,Single-family,1908,2125.0,,4.0,1.5,1873.0
1150 S HARVEY AVE,1150 S Harvey Ave,13250493,41.8670734,-87.7800419,/IL/Oak-Park/1150-S-Harvey-Ave-60304/home/13250493,['https://ssl.cdn-redfin.com/photo/68/mbphoto/773/genMid.11991773_0.jpg'],493000.0,Single-family,1921,3477.0,493000.0,4.0,2.5,1574.0
727 S CLARENCE,727 Clarence Ave,13249080,41.8751771,-87.7907072,/IL/Oak-Park/727-Clarence-Ave-60304/home/13249080,['https://ssl.cdn-redfin.com/photo/68/mbphoto/930/genMid.11915930_0.jpg'],,Single-family,1911,4166.0,490000.0,4.0,1.5,2850.0
1131 S EAST AVE,1131 S East Ave,13247366,41.8677303,-87.7892465,/IL/Oak-Park/1131-S-East-Ave-60304/home/13247366,['https://ssl.cdn-redfin.com/photo/68/mbphoto/689/genMid.10746689_2.jpg'],,Single-family,1922,3150.0,690000.0,4.0,4.0,3676.0
602 HIGHLAND AVE,602 Highland Ave,13252603,41.8778903,-87.7816678,/IL/Oak-Park/602-Highland-Ave-60304/home/13252603,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=602+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=JaEFC5owdMdz2ifMMqs0xz-WRfA='],367000.0,Single-family,1924,5000.0,,3.0,1.5,1734.0
1163 S TAYLOR,1163 S Taylor Ave,13250219,41.8667062,-87.7781258,/IL/Oak-Park/1163-S-Taylor-Ave-60304/home/13250219,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1163+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=daXyFce3nPdkAn79oU6_jvPrKzY='],105000.0,Single-family,1913,4099.0,,4.0,1.5,1726.0
642 S EUCLID AVE,642 S Euclid Ave,13249280,41.8763614,-87.7926211,/IL/Oak-Park/642-S-Euclid-Ave-60304/home/13249280,['https://ssl.cdn-redfin.com/photo/68/mbphoto/108/genMid.09512108_3.jpg'],416000.0,Single-family,1919,4095.0,416000.0,3.0,1.5,2508.0
705 GUNDERSON AVE,705 Gunderson Ave,13249560,41.8759612,-87.7870755,/IL/Oak-Park/705-Gunderson-Ave-60304/home/13249560,['https://ssl.cdn-redfin.com/photo/68/mbphoto/941/genMid.09245941_4.jpg'],510000.0,Single-family,1914,6300.0,510000.0,4.0,1.5,3000.0
1150 S SCOVILLE,1150 S Scoville Ave,13246600,41.8669742,-87.7874278,/IL/Oak-Park/1150-S-Scoville-Ave-60304/home/13246600,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1150+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=vS2r7IyUkJv-6BBaOANV2zO5aKQ='],76500.0,Single-family,1914,3710.0,,4.0,1.5,1805.0
615 WESLEY,615 Wesley Ave,13249108,41.87744,-87.7920027,/IL/Oak-Park/615-Wesley-Ave-60304/home/13249108,['https://ssl.cdn-redfin.com/photo/68/mbphoto/875/genMid.06728875_3.jpg'],500000.0,Single-family,1911,6300.0,500000.0,4.0,1.5,1796.0
515 S RIDGELAND AV,515 S Ridgeland Ave,13248638,41.8792373,-87.7847314,/IL/Oak-Park/515-S-Ridgeland-Ave-60304/home/13248638,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=515+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Pbez-zK4MUNyazSTQvUhLOo2n7o='],165000.0,Single-family,1913,5040.0,,4.0,2.5,2136.0
727 S MAPLE #304,727 S Maple Ave #304,13249892,41.8757786,-87.8041654,/IL/Oak-Park/727-S-Maple-Ave-60304/unit-304/home/13249892,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=727+S+Maple+Ave+%23304%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=i4SuwXxouC6Rt1Yv-6AWc5EjSWI='],102500.0,,,,,,,
624 CLARENCE,624 Clarence Ave,13250043,41.8770876,-87.7901841,/IL/Oak-Park/624-Clarence-Ave-60304/home/13250043,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=624+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=EUY0g6KOMfy0JBPHyuBtnl7XHg4='],,Single-family,1916,3780.0,,3.0,1.0,1364.0
834 LYMAN AVE,834 Lyman Ave,13251252,41.8732373,-87.7766078,/IL/Oak-Park/834-Lyman-Ave-60304/home/13251252,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=834+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=KL2WIaWpDZJccDZg1QEXUK_DoOs='],470000.0,Single-family,1910,4725.0,,4.0,1.5,1859.0
1192 CLARENCE AV #4,1192 Clarence Ave #4,26793818,41.8653989,-87.789551,/IL/Oak-Park/1192-Clarence-Ave-60304/unit-4/home/26793818,['https://ssl.cdn-redfin.com/photo/68/mbphoto/178/genMid.06422178_1.jpg'],,Townhome,2007,1300.0,441891.0,3.0,5.0,2560.0
934 S MAPLE,934 S Maple Ave,13247294,41.871016,-87.8032943,/IL/Oak-Park/934-S-Maple-Ave-60304/home/13247294,['https://ssl.cdn-redfin.com/photo/68/mbphoto/685/genMid.11756685_0.jpg'],384000.0,Single-family,1925,6120.0,384000.0,4.0,2.0,
532 S HARVEY AVE,532 S Harvey Ave,13252900,41.8787097,-87.7804809,/IL/Oak-Park/532-S-Harvey-Ave-60304/home/13252900,['https://ssl.cdn-redfin.com/photo/68/mbphoto/315/genMid.09112315_2.jpg'],376000.0,Single-family,1905,4687.0,376000.0,3.0,2.0,1300.0
2 UNIVERSITY PLZ #210,,-1,,,,,,,,,,,,
1110 S HARVEY,1110 S Harvey Ave,13251387,41.868539,-87.7801284,/IL/Oak-Park/1110-S-Harvey-Ave-60304/home/13251387,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1110+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Ir9Lg0HjLAb0D_0SsOFM9KZZqdc='],120000.0,Single-family,1911,3600.0,,2.0,1.0,760.0
608 S GROVE AVE,608 S Grove Ave,13249100,41.8775421,-87.7950519,/IL/Oak-Park/608-S-Grove-Ave-60304/home/13249100,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=608+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=VyGKbxaYVzugtkpW-2BO-ZQ_3Vw='],,Multi-family (2-4 unit),1906,6250.0,,6.0,3.0,3455.0
1104 WENONAH AV,1104 Wenonah Ave,13248622,41.8684626,-87.8002159,/IL/Oak-Park/1104-Wenonah-Ave-60304/home/13248622,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1104+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=cCafIgSA9OVzNV_IKAEsBSWqmO4='],143000.0,Single-family,1907,5625.0,,3.0,1.0,1296.0
917 S GROVE,917 S Grove Ave,13247503,41.8717534,-87.7955649,/IL/Oak-Park/917-S-Grove-Ave-60304/home/13247503,['https://ssl.cdn-redfin.com/photo/68/mbphoto/946/genMid.11399946_0.jpg'],384000.0,Single-family,1916,4002.0,384000.0,3.0,2.0,1320.0
847 S CARPENTER AVE,847 Carpenter Ave,13249246,41.8737443,-87.7962564,/IL/Oak-Park/847-Carpenter-Ave-60304/home/13249246,['https://ssl.cdn-redfin.com/photo/68/mbphoto/347/genMid.07464347_3.jpg'],205000.0,Single-family,1919,2304.0,205000.0,2.0,1.0,
934 S GROVE,934 S Grove Ave,13247335,41.8711167,-87.7949718,/IL/Oak-Park/934-S-Grove-Ave-60304/home/13247335,['https://ssl.cdn-redfin.com/photo/68/mbphoto/706/genMid.11933706_0.jpg'],345000.0,Single-family,1920,5137.0,345000.0,3.0,2.0,
601 S ELMWOOD AV,601 S Elmwood Ave,13249499,41.877929,-87.7859133,/IL/Oak-Park/601-S-Elmwood-Ave-60304/home/13249499,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=601+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=g7lU5LPTfJVLaSRLtu_dr1cYInw='],284000.0,Single-family,1907,5985.0,,6.0,3.5,2860.0
629 S KENILWORTH,629 S Kenilworth Ave,13250231,41.8771736,-87.7975714,/IL/Oak-Park/629-S-Kenilworth-Ave-60304/home/13250231,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=629+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=7_DeACJ4e4JjSej6nfhQX6Ns81Q='],,Single-family,1913,6000.0,,3.0,1.5,1464.0
925 WENONAH AV,925 Wenonah Ave,13248016,41.8714282,-87.8008661,/IL/Oak-Park/925-Wenonah-Ave-60304/home/13248016,['https://ssl.cdn-redfin.com/photo/68/mbphoto/636/genMid.11052636_1.jpg'],429000.0,Single-family,1920,5625.0,429000.0,4.0,1.5,1900.0
605 S GROVE,605 S Grove Ave,13249169,41.8780372,-87.7956802,/IL/Oak-Park/605-S-Grove-Ave-60304/home/13249169,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=605+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ajA5ZFDYcG89kmioVEgBb2gT4xQ='],200000.0,Single-family,1912,4950.0,,4.0,2.0,1722.0
701 S TAYLOR AV,701 S Taylor Ave,13252583,41.8762008,-87.7784872,/IL/Oak-Park/701-S-Taylor-Ave-60304/home/13252583,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=701+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=gUECfqxARf9IifiySkODpRvpozs='],73000.0,Single-family,1918,6200.0,,3.0,1.0,1848.0
722 S LYMAN AVE,722 Lyman Ave,13251272,41.8754837,-87.7766702,/IL/Oak-Park/722-Lyman-Ave-60304/home/13251272,['https://ssl.cdn-redfin.com/photo/68/mbphoto/836/genMid.07823836_4.jpg'],437000.0,Single-family,1918,4410.0,,4.0,3.5,1936.0
721 S TAYLOR,721 S Taylor Ave,13252740,41.875624,-87.7784115,/IL/Oak-Park/721-S-Taylor-Ave-60304/home/13252740,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=721+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=4JgwUEGvJr233RVNFRYzk6ieCvk='],60000.0,Single-family,1904,4340.0,,3.0,1.5,1120.0
522 S ELMWOOD AVE,522 S Elmwood Ave,13249283,41.8789511,-87.7853579,/IL/Oak-Park/522-S-Elmwood-Ave-60304/home/13249283,['https://ssl.cdn-redfin.com/photo/68/mbphoto/324/genMid.08074324_2.jpg'],396000.0,Single-family,1910,5320.0,396000.0,3.0,1.5,
700 S TAYLOR AV,700 S Taylor Ave,13252134,41.8762519,-87.7779264,/IL/Oak-Park/700-S-Taylor-Ave-60304/home/13252134,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=700+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=PNFSLvq81MTAfCJJHrKAsT1n_qc='],157000.0,Single-family,1916,4125.0,,3.0,1.5,1652.0
1109 S RIDGELAND AVE,1109 S Ridgeland Ave,13247348,41.8685336,-87.784319,/IL/Oak-Park/1109-S-Ridgeland-Ave-60304/home/13247348,['https://ssl.cdn-redfin.com/photo/68/mbphoto/901/genMid.07263901_5.jpg'],375000.0,Single-family,1925,3864.0,375000.0,4.0,3.0,
1007 S OAK PARK AV F,1007 S Oak Park Ave Unit F,13247965,41.8703712,-87.7942587,/IL/Oak-Park/1007-S-Oak-Park-Ave-60304/unit-F/home/13247965,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1007+S+Oak+Park+Ave+Unit+F%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ZCQ04PufcgONfCa4jpHcnpUmlIU='],,Townhome,1954,1025.0,,2.0,1.0,885.0
623 S SCOVILLE AV,623 S Scoville Ave,13249592,41.8772896,-87.7883482,/IL/Oak-Park/623-S-Scoville-Ave-60304/home/13249592,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=623+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=NH5B9dx5w5LMshDsJ806EUx8zfM='],370000.0,Single-family,1908,4725.0,,4.0,1.0,1392.0
932 CLINTON,932 Clinton Ave,13247507,41.8712032,-87.7976126,/IL/Oak-Park/932-Clinton-Ave-60304/home/13247507,['https://ssl.cdn-redfin.com/photo/68/mbphoto/131/genMid.08908131_2.jpg'],340000.0,Single-family,1923,4110.0,340000.0,3.0,1.5,
1009 S WESLEY AV,1009 Wesley Ave,13248419,41.8702551,-87.7917806,/IL/Oak-Park/1009-Wesley-Ave-60304/home/13248419,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1009+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Pm_OkxdFBZDvRvU27yTdlBoeND4='],,Single-family,1908,3150.0,,3.0,1.0,1920.0
1001 S EAST AVE,1001 S East Ave,13248562,41.8705938,-87.7893038,/IL/Oak-Park/1001-S-East-Ave-60304/home/13248562,['https://ssl.cdn-redfin.com/photo/68/mbphoto/443/genMid.09850443_E.jpg'],375000.0,Single-family,1924,3087.0,375000.0,3.0,1.0,1666.0
1025 S OAK PARK AV,1025 S Oak Park Ave,13248328,41.8696743,-87.7941742,/IL/Oak-Park/1025-S-Oak-Park-Ave-60304/home/13248328,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1025+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=3aAWRTjsUSop_sllOI58v6f08g8='],,Single-family,1916,5382.0,,4.0,2.0,2114.0
1007 CLARENCE,1007 Clarence Ave,12585340,41.8703715,-87.790576,/IL/Oak-Park/1007-Clarence-Ave-60304/home/12585340,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1007+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=W67CQ_EABXRWA2P78jiiR0Nu4j4='],329000.0,Single-family,1922,4195.0,,2.0,3.0,2597.0
1045 S ELMWOOD AVE,1045 S Elmwood Ave,13246917,41.8691513,-87.7855755,/IL/Oak-Park/1045-S-Elmwood-Ave-60304/home/13246917,['https://ssl.cdn-redfin.com/photo/68/mbphoto/584/genMid.09000584_3.jpg'],284000.0,Single-family,1906,3175.0,282000.0,2.0,1.5,
644 S HARVEY AVE,644 S Harvey Ave,13252380,41.8766039,-87.780386,/IL/Oak-Park/644-S-Harvey-Ave-60304/home/13252380,['https://ssl.cdn-redfin.com/photo/68/mbphoto/239/genMid.11835239_0.jpg'],238000.0,Single-family,1912,4875.0,238000.0,3.0,1.0,1164.0
642 HIGHLAND AVE,642 Highland Ave,13252235,41.8765579,-87.7816372,/IL/Oak-Park/642-Highland-Ave-60304/home/13252235,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=642+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=tosNVpHG_0PX02F3QPoNZA9qBTM='],,Single-family,1921,3125.0,,3.0,1.0,1805.0
626 S GUNDERSON,626 Gunderson Ave,12585384,41.8770527,-87.7865494,/IL/Oak-Park/626-Gunderson-Ave-60304/home/12585384,['https://ssl.cdn-redfin.com/photo/68/mbphoto/408/genMid.11105408_4.jpg'],585000.0,Single-family,1908,5314.0,585000.0,5.0,2.5,2300.0
824 S KENILWORTH AVE,824 S Kenilworth Ave,13249883,41.8745567,-87.7968692,/IL/Oak-Park/824-S-Kenilworth-Ave-60304/home/13249883,['https://ssl.cdn-redfin.com/photo/68/mbphoto/905/genMid.09269905_2.jpg'],746000.0,Single-family,1912,6000.0,746000.0,4.0,3.5,2458.0
701 S CARPENTER,701 Carpenter Ave,13249324,41.8767821,-87.7963912,/IL/Oak-Park/701-Carpenter-Ave-60304/home/13249324,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=701+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0v_sJDRDFyucCsR4TR0OG64J5ww='],147000.0,Single-family,1908,2700.0,,3.0,1.0,1536.0
915 S MAPLE ST,,-1,,,,,,,,,,,,
728 S ELMWOOD AV,728 S Elmwood Ave,13249478,41.8752026,-87.7852448,/IL/Oak-Park/728-S-Elmwood-Ave-60304/home/13249478,['https://ssl.cdn-redfin.com/photo/68/mbphoto/578/genMid.10978578_0.jpg'],539000.0,Single-family,1903,6650.0,539000.0,5.0,2.5,2153.0
815 S RIDGELAND,815 S Ridgeland Ave,13247033,41.8738516,-87.7845487,/IL/Oak-Park/815-S-Ridgeland-Ave-60304/home/13247033,['https://ssl.cdn-redfin.com/photo/68/mbphoto/816/genMid.07085816_4.jpg'],426000.0,,,,,,,
1172 WENONAH AVE,1172 Wenonah Ave,13247735,41.8660081,-87.8001128,/IL/Oak-Park/1172-Wenonah-Ave-60304/home/13247735,['https://ssl.cdn-redfin.com/photo/68/mbphoto/980/genMid.11614980_0.jpg'],440000.0,Single-family,1921,4736.0,440000.0,4.0,1.5,1802.0
801 S CUYLER AVE,801 S Cuyler Ave,13251602,41.8743102,-87.7833083,/IL/Oak-Park/801-S-Cuyler-Ave-60304/home/13251602,['https://ssl.cdn-redfin.com/photo/68/mbphoto/199/genMid.09335199_5.jpg'],395000.0,Single-family,1906,3654.0,395000.0,4.0,1.0,1677.0
1115 S ELMWOOD AVE,1115 S Elmwood Ave,13248112,41.8683617,-87.7855573,/IL/Oak-Park/1115-S-Elmwood-Ave-60304/home/13248112,['https://ssl.cdn-redfin.com/photo/68/mbphoto/519/genMid.09228519_4.jpg'],345000.0,Single-family,1916,4725.0,344500.0,3.0,2.0,950.0
1003 WENONAH AVE,1003 Wenonah Ave,13247766,41.8702809,-87.8008465,/IL/Oak-Park/1003-Wenonah-Ave-60304/home/13247766,['https://ssl.cdn-redfin.com/photo/68/mbphoto/920/genMid.06896920_3.jpg'],382500.0,Single-family,1921,5625.0,382500.0,3.0,1.5,
