input,match,property_id,latitude,longitude,search_url,image_url
701 S GROVE AV,701 S Grove Ave,13248764,41.8767752,-87.795571,/IL/Oak-Park/701-S-Grove-Ave-60304/home/13248764,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=701+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=n9YDvTPpRBA-cOSuWJLpnrLeWC4=']
724 S KENILWORTH,724 S Kenilworth Ave,13249902,41.8759602,-87.7969509,/IL/Oak-Park/724-S-Kenilworth-Ave-60304/home/13249902,['https://ssl.cdn-redfin.com/photo/68/mbphoto/888/genMid.08183888_2.jpg']
626 S CUYLER AV,626 S Cuyler Ave,13252029,41.8770362,-87.7828658,/IL/Oak-Park/626-S-Cuyler-Ave-60304/home/13252029,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=626+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=2zisIpV83UzP5oYRZMfAkMtDA_U=']
3744 N CLIFTON,,,,,,
727 S HIGHLAND AV,727 Highland Ave,13252751,41.875293,-87.782198,/IL/Oak-Park/727-Highland-Ave-60304/home/13252751,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=727+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=pfI4wm7z6Zy8t1Lbgymnct19Lc4=']
730 WENONAH AV,730 Wenonah Ave,13249012,41.8757596,-87.8006449,/IL/Oak-Park/730-Wenonah-Ave-60304/home/13249012,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=730+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=SdH7gueckaNlskqjFU75JXHWqNg=']
104 S AUSTIN #1C,104 S Austin Blvd Unit 1C,183707600,41.878888,-87.774986,/IL/Oak-Park/104-S-Austin-Blvd-60304/unit-1C/home/183707600,['https://ssl.cdn-redfin.com/photo/68/mbphoto/598/genMid.07289598_4.jpg']
633 S ELMWOOD AVE,633 S Elmwood Ave,13249781,41.8769166,-87.7858594,/IL/Oak-Park/633-S-Elmwood-Ave-60304/home/13249781,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=633+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=4FvnZSY1jwaID92ojIQzaMLP5ts=']
1105 HOME AVE,1105 Home Ave,13247652,41.868473,-87.7993984,/IL/Oak-Park/1105-Home-Ave-60304/home/13247652,['https://ssl.cdn-redfin.com/photo/68/mbphoto/133/genMid.08278133_1.jpg']
1003 S LYMAN,1003 Lyman Ave,13250530,41.8704283,-87.7770639,/IL/Oak-Park/1003-Lyman-Ave-60304/home/13250530,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1003+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=9SUVcnVgyqsQfgYtd9MfQm9v8qo=']
527 CLINTON AV,527 Clinton Ave,13250013,41.878641,-87.7990836,/IL/Oak-Park/527-Clinton-Ave-60304/home/13250013,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=527+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=sHWVG8_dpNVNomaRxLvJ0GxaCXk=']
920 S LOMBARD AV,920 S Lombard Ave,13250398,41.8719296,-87.7790012,/IL/Oak-Park/920-S-Lombard-Ave-60304/home/13250398,['https://ssl.cdn-redfin.com/photo/68/mbphoto/164/genMid.11669164_0.jpg']
1111 S LYMAN ST,,,,,,
705 S CLARENCE AV,705 Clarence Ave,13250240,41.8759253,-87.7906857,/IL/Oak-Park/705-Clarence-Ave-60304/home/13250240,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=705+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=8UfK3f0WRhIU1MT07FlMDgzwphY=']
1180 GUNDERSON AVE,1180 Gunderson Ave,13245898,41.8659499,-87.7861518,/IL/Oak-Park/1180-Gunderson-Ave-60304/home/13245898,['https://ssl.cdn-redfin.com/photo/68/mbphoto/684/genMid.07421684_4.jpg']
708 S HOME AVE,708 Home Ave,13249330,41.8764752,-87.7995349,/IL/Oak-Park/708-Home-Ave-60304/home/13249330,['https://ssl.cdn-redfin.com/photo/68/mbphoto/182/genMid.06513182_2.jpg']
701 S EUCLID AVE,701 S Euclid Ave,13249492,41.8759512,-87.7931878,/IL/Oak-Park/701-S-Euclid-Ave-60304/home/13249492,['https://ssl.cdn-redfin.com/photo/68/mbphoto/409/genMid.11125409_1.jpg']
5544 10TH AVE S,,,,,,
2385 HAMMOND DR#6,,,,,,
857 CARPENTER,857 Carpenter Ave,13249134,41.8733953,-87.7962564,/IL/Oak-Park/857-Carpenter-Ave-60304/home/13249134,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=857+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=LtT9IspJaFDXvTyvzqsaHCu5LS4=']
930 S HUMPHREY AVE#2S,930 S Humphrey Ave Unit 2S,13251411,41.871628,-87.775221,/IL/Oak-Park/930-S-Humphrey-Ave-60304/unit-2S/home/13251411,['https://ssl.cdn-redfin.com/photo/68/mbphoto/518/genMid.11223518_0.jpg']
1163 WENONAH AV,1163 Wenonah Ave,13247414,41.8662769,-87.8007731,/IL/Oak-Park/1163-Wenonah-Ave-60304/home/13247414,['https://ssl.cdn-redfin.com/photo/68/mbphoto/931/genMid.11354931_0.jpg']
727 S TAYLOR AVE,727 S Taylor Ave,13252579,41.8753521,-87.7784434,/IL/Oak-Park/727-S-Taylor-Ave-60304/home/13252579,['https://ssl.cdn-redfin.com/photo/68/mbphoto/429/genMid.10751429_5.jpg']
811 S GUNDERSON,811 Gunderson Ave,13247818,41.8739158,-87.7869972,/IL/Oak-Park/811-Gunderson-Ave-60304/home/13247818,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8739158%2C-87.7869972&size=665x441&source=outdoor&client=gme-redfin&signature=Ges_pffaX43Jdw99ktx9fobWAGY=']
804 S SCOVILLE AVE,804 S Scoville Ave,13248076,41.8741204,-87.7876445,/IL/Oak-Park/804-S-Scoville-Ave-60304/home/13248076,['https://ssl.cdn-redfin.com/photo/68/mbphoto/797/genMid.12043797_0.jpg']
601 S KENILWORTH AVE,601 S Kenilworth Ave,13249253,41.8781768,-87.7976386,/IL/Oak-Park/601-S-Kenilworth-Ave-60304/home/13249253,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=601+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=9tbO2lW-U88ieI_mh1IDTfs8zZg=']
1179 S HUMPHREY AVE,1179 S Humphrey Ave,13251000,41.8661458,-87.7756645,/IL/Oak-Park/1179-S-Humphrey-Ave-60304/home/13251000,['https://ssl.cdn-redfin.com/photo/68/mbphoto/944/genMid.10457944_1.jpg']
608 HOME AVE,608 Home Ave,13249826,41.8778944,-87.7995871,/IL/Oak-Park/608-Home-Ave-60304/home/13249826,['https://ssl.cdn-redfin.com/photo/68/mbphoto/170/genMid.06720170_3.jpg']
608 S HARVEY AV,608 S Harvey Ave,13252980,41.8777277,-87.7804232,/IL/Oak-Park/608-S-Harvey-Ave-60304/home/13252980,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=608+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=rdUm_qoBh005n0r8N1WKAoVVKe8=']
716 S EUCLID,716 S Euclid Ave,13248605,41.8754566,-87.7925299,/IL/Oak-Park/716-S-Euclid-Ave-60304/home/13248605,['https://ssl.cdn-redfin.com/photo/68/mbphoto/980/genMid.11957980_1.jpg']
621 WISCONSIN AVE,621 Wisconsin Ave,13248826,41.8773486,-87.802561,/IL/Oak-Park/621-Wisconsin-Ave-60304/home/13248826,['https://ssl.cdn-redfin.com/photo/68/mbphoto/009/genMid.11024009_0.jpg']
1125 S HOME AVE,1125 Home Ave,13247564,41.8678202,-87.7993393,/IL/Oak-Park/1125-Home-Ave-60304/home/13247564,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1125+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lOAiCSSmwJIvneeUTXB6rvQrcj0=']
819 S HARVEY,819 S Harvey Ave,13251595,41.873758,-87.7808105,/IL/Oak-Park/819-S-Harvey-Ave-60304/home/13251595,['https://ssl.cdn-redfin.com/photo/68/mbphoto/868/genMid.08132868_2.jpg']
846 CLINTON AVE,846 Clinton Ave,13248743,41.8738066,-87.7982753,/IL/Oak-Park/846-Clinton-Ave-60304/home/13248743,['https://ssl.cdn-redfin.com/photo/68/mbphoto/001/genMid.08166001_2.jpg']
917 S GROVE,917 S Grove Ave,13247503,41.8717534,-87.7955649,/IL/Oak-Park/917-S-Grove-Ave-60304/home/13247503,['https://ssl.cdn-redfin.com/photo/68/mbphoto/946/genMid.11399946_0.jpg']
1161 S HOME AVE,1161 Home Ave,13248510,41.8664484,-87.7992798,/IL/Oak-Park/1161-Home-Ave-60304/home/13248510,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1161+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ZGf-qVrGMxP03Ay9en_yS666Grs=']
1185 S CLARENCE,1185 Clarence Ave,13248347,41.86573,-87.790377,/IL/Oak-Park/1185-Clarence-Ave-60304/home/13248347,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1185+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=_aUsDhMN5bZ5YHBM9QaBnX1SoRE=']
805 S WESLEY,805 Wesley Ave,13249267,41.8740655,-87.7918868,/IL/Oak-Park/805-Wesley-Ave-60304/home/13249267,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=805+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=3-wZ4OqrDywQni6Z7Ofbw4BDSBo=']
1037 S EUCLID,1037 S Euclid Ave,13247050,41.8693108,-87.7929389,/IL/Oak-Park/1037-S-Euclid-Ave-60304/home/13247050,['https://ssl.cdn-redfin.com/photo/68/mbphoto/191/genMid.07825191_4.jpg']
1139 S ELMWOOD AVE,1139 S Elmwood Ave,13247481,41.8675484,-87.7855172,/IL/Oak-Park/1139-S-Elmwood-Ave-60304/home/13247481,['https://ssl.cdn-redfin.com/photo/68/mbphoto/085/genMid.10612085_0.jpg']
625 S SCOVILLE AV,625 S Scoville Ave,13249591,41.8770559,-87.7883316,/IL/Oak-Park/625-S-Scoville-Ave-60304/home/13249591,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=625+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=LNysRf6Y4Lup7hlNEXnTjevZ9rU=']
1165 S ELMWOOD,1165 S Elmwood Ave,13246163,41.8664865,-87.7855146,/IL/Oak-Park/1165-S-Elmwood-Ave-60304/home/13246163,['https://ssl.cdn-redfin.com/photo/68/mbphoto/486/genMid.07670486_3.jpg']
1104 S HARVEY AV,1104 S Harvey Ave,13251389,41.8687971,-87.780133,/IL/Oak-Park/1104-S-Harvey-Ave-60304/home/13251389,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1104+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RWwJbzGgy-nrJ-gHN1o1n2Jln_o=']
638 S CLARENCE,638 Clarence Ave,13249856,41.8765836,-87.7901988,/IL/Oak-Park/638-Clarence-Ave-60304/home/13249856,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=638+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=pXapy_OdlkFkYiH9MQ3aClLQ6ZE=']
6436 ROOSEVELT RD 307,6436 Roosevelt Rd #307,39563349,41.8655716,-87.7856331,/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-307/home/39563349,['https://ssl.cdn-redfin.com/photo/68/mbphoto/946/genMid.11023946_1.jpg']
635 S TAYLOR AVE,635 S Taylor Ave,13252348,41.876919,-87.7784584,/IL/Oak-Park/635-S-Taylor-Ave-60304/home/13252348,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=635+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=HWpvfeQBks8aExpmNkpwgaSprOs=']
521 S EUCLID AVE,521 S Euclid Ave,13249733,41.8789002,-87.7933024,/IL/Oak-Park/521-S-Euclid-Ave-60304/home/13249733,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=521+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=4dPRr4TwBG-aKANPgd6rKroI8lw=']
708 WESLEY AVE,708 Wesley Ave,13248692,41.8757878,-87.791387,/IL/Oak-Park/708-Wesley-Ave-60304/home/13248692,['https://ssl.cdn-redfin.com/photo/68/mbphoto/815/genMid.10701815_1.jpg']
520 HARRISON 3,520 Harrison St #3,18939557,41.8728585,-87.7876843,/IL/Oak-Park/520-Harrison-St-60304/unit-3/home/18939557,['https://ssl.cdn-redfin.com/photo/68/mbphoto/364/genMid.07310364_3.jpg']
1001 S EUCLID,1001 S Euclid Ave,13247391,41.8705202,-87.7929943,/IL/Oak-Park/1001-S-Euclid-Ave-60304/home/13247391,['https://ssl.cdn-redfin.com/photo/68/mbphoto/728/genMid.11173728_0.jpg']
1418 MANDEL AVE,,,,,,
640 S CLARENCE AV,640 Clarence Ave,13250258,41.8764974,-87.7901863,/IL/Oak-Park/640-Clarence-Ave-60304/home/13250258,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8764974%2C-87.7901863&size=665x441&source=outdoor&client=gme-redfin&signature=Uh5QqRhDfpBDYrXAruhfOWmO1e0=']
1163 S EAST AV,1163 S East Ave,13246883,41.8665001,-87.7891663,/IL/Oak-Park/1163-S-East-Ave-60304/home/13246883,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1163+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=AZ-ZUXwq18uNHP2PEgPGKjCrROA=']
1153 S TAYLOR AV,1153 S Taylor Ave,13251005,41.8670395,-87.7781409,/IL/Oak-Park/1153-S-Taylor-Ave-60304/home/13251005,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1153+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=1ftnJ6qyGZjPth7QssGa4xfHy8Q=']
728 S LOMBARD AVE,728 S Lombard Ave,13252741,41.8752721,-87.7791055,/IL/Oak-Park/728-S-Lombard-Ave-60304/home/13252741,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=728+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0QBZe0deizigsawtFoSX2amLRkI=']
1009 S HIGHLAND,1009 Highland Ave,13250340,41.8704521,-87.7819483,/IL/Oak-Park/1009-Highland-Ave-60304/home/13250340,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1009+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=BLtrs87EfphfL2IaSLa4z4LxdeY=']
1020 S CLINTON AV,1020 Clinton Ave,13247991,41.8697442,-87.797594,/IL/Oak-Park/1020-Clinton-Ave-60304/home/13247991,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1020+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=f1VE4YAUOtTG35IHlL0cKCm-MAc=']
1016 S HARVEY,1016 S Harvey Ave,13251550,41.8701549,-87.7801833,/IL/Oak-Park/1016-S-Harvey-Ave-60304/home/13251550,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1016+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=mXhp-vDf7qKeaOwI3Gi_W3f2-dI=']
729 S HARVEY AVE,729 S Harvey Ave,13252228,41.8753057,-87.7808808,/IL/Oak-Park/729-S-Harvey-Ave-60304/home/13252228,['https://ssl.cdn-redfin.com/photo/68/mbphoto/098/genMid.07509098_3.jpg']
820 S ELMWOOD AVE,820 S Elmwood Ave,13248020,41.8735964,-87.7852052,/IL/Oak-Park/820-S-Elmwood-Ave-60304/home/13248020,['https://ssl.cdn-redfin.com/photo/68/mbphoto/181/genMid.12079181_0.jpg']
4720 AYLESBURG AVE,,,,,,
528 S SCOVILLE AVE,528 S Scoville Ave,13250096,41.8787313,-87.7877917,/IL/Oak-Park/528-S-Scoville-Ave-60304/home/13250096,['https://ssl.cdn-redfin.com/photo/68/mbphoto/952/genMid.12012952_0.jpg']
1139 S OAK PARK AVE #A,1139 S Oak Park Ave Unit A,26811711,41.8674228,-87.7943471,/IL/Oak-Park/1139-S-Oak-Park-Ave-60304/unit-A/home/26811711,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1139+S+Oak+Park+Ave+Unit+A%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=m18zmhRUbOEUxYpqhJORjB_LGi0=']
1169 S LYMAN,1169 Lyman Ave,13251002,41.8665563,-87.7769094,/IL/Oak-Park/1169-Lyman-Ave-60304/home/13251002,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1169+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0KFhDtVOyO18SKcAaIe_fdxZm8Q=']
735 S ELMWOOD,735 S Elmwood Ave,13249039,41.8749441,-87.7858446,/IL/Oak-Park/735-S-Elmwood-Ave-60304/home/13249039,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=735+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=QwG7SfgkVqCQVTYw2Wegx-oRSho=']
2201 N HARLEM AVE,,,,,,
615 WESLEY,615 Wesley Ave,13249108,41.87744,-87.7920027,/IL/Oak-Park/615-Wesley-Ave-60304/home/13249108,['https://ssl.cdn-redfin.com/photo/68/mbphoto/875/genMid.06728875_3.jpg']
922 HOME AVE,922 Home Ave,13248340,41.8714683,-87.798907,/IL/Oak-Park/922-Home-Ave-60304/home/13248340,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=922+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=dwj7upEK_fLtlVFzfC6zmwSVIvw=']
804 S CUYLER AV,804 S Cuyler Ave,13250578,41.8742026,-87.7827424,/IL/Oak-Park/804-S-Cuyler-Ave-60304/home/13250578,['https://ssl.cdn-redfin.com/photo/68/mbphoto/060/genMid.07570060_3.jpg']
735 HOME AVE,735 Home Ave,13249984,41.8755886,-87.7999871,/IL/Oak-Park/735-Home-Ave-60304/home/13249984,['https://ssl.cdn-redfin.com/photo/68/mbphoto/989/genMid.09885989_I.jpg']
742 S HARVEY,742 S Harvey Ave,13251767,41.8747851,-87.7804312,/IL/Oak-Park/742-S-Harvey-Ave-60304/home/13251767,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=742+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=jHXunqFWezZDUmI-gv7J786jfjI=']
1134 S WESLEY AV,1134 Wesley Ave,13247369,41.8675575,-87.7911084,/IL/Oak-Park/1134-Wesley-Ave-60304/home/13247369,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8675575%2C-87.7911084&size=665x441&source=outdoor&client=gme-redfin&signature=2-l4lXma4YFxqpGnFUDdPmSy8H0=']
6128 ROOSEVELT RD #19,,,,,,
847 S EAST AVE,847 S East Ave,13249421,41.8729324,-87.7892608,/IL/Oak-Park/847-S-East-Ave-60304/home/13249421,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=847+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=q-x0pfcazhwi1VutvIINIv9EjKg=']
829 WENONAH AVE,829 Wenonah Ave,13248932,41.8742804,-87.8011645,/IL/Oak-Park/829-Wenonah-Ave-60304/home/13248932,['https://ssl.cdn-redfin.com/photo/68/mbphoto/921/genMid.09891921_A.jpg']
1147 S OAK PARK,1147 S Oak Park Ave,13247321,41.8671167,-87.7941253,/IL/Oak-Park/1147-S-Oak-Park-Ave-60304/home/13247321,['https://ssl.cdn-redfin.com/photo/68/mbphoto/336/genMid.08087336_6.jpg']
7140 W ROOSEVELT RD,,,,,,
803 S LYMAN,803 Lyman Ave,13250716,41.8743081,-87.7771596,/IL/Oak-Park/803-Lyman-Ave-60304/home/13250716,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=803+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=3T2hjeSn-hR216Bwpjhprofnudg=']
1172 S HIGHLAND,1172 Highland Ave,13250939,41.8662954,-87.7812872,/IL/Oak-Park/1172-Highland-Ave-60304/home/13250939,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1172+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=frwfES1yeGGLSzdtkFxeXNVE3Iw=']
828 WENONAH AV,828 Wenonah Ave,13249748,41.8743231,-87.8006296,/IL/Oak-Park/828-Wenonah-Ave-60304/home/13249748,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=828+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lNx9yc_FKrasQZiFfVALI3Fmiho=']
729 S KENILWORTH AVE,729 S Kenilworth Ave,13249377,41.8758208,-87.7975358,/IL/Oak-Park/729-S-Kenilworth-Ave-60304/home/13249377,['https://ssl.cdn-redfin.com/photo/68/mbphoto/946/genMid.09674946_2.jpg']
736 S EUCLID,736 S Euclid Ave,13248881,41.8747726,-87.7925239,/IL/Oak-Park/736-S-Euclid-Ave-60304/home/13248881,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=736+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=xNcL2LrYwCHrMhnsInuI5STi5HM=']
638 S CUYLER AV,638 S Cuyler Ave,13252358,41.8766539,-87.78286,/IL/Oak-Park/638-S-Cuyler-Ave-60304/home/13252358,['https://ssl.cdn-redfin.com/photo/68/mbphoto/840/genMid.12083840_0.jpg']
1141 S HIGHLAND AVE,1141 Highland Ave,13250671,41.8675066,-87.7818961,/IL/Oak-Park/1141-Highland-Ave-60304/home/13250671,['https://ssl.cdn-redfin.com/photo/68/mbphoto/647/genMid.11932647_0.jpg']
529 S WESLEY AV,529 Wesley Ave,13249730,41.8786496,-87.7920147,/IL/Oak-Park/529-Wesley-Ave-60304/home/13249730,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=529+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=fQ2Xe3uGLCgw5gOPXwUmr5x7fOk=']
1000 HOME AVE,1000 Home Ave,13248061,41.8704154,-87.7988737,/IL/Oak-Park/1000-Home-Ave-60304/home/13248061,['https://ssl.cdn-redfin.com/photo/68/mbphoto/593/genMid.11304593_0.jpg']
1125 S CLINTON,1125 Clinton Ave,13248088,41.8678147,-87.7980326,/IL/Oak-Park/1125-Clinton-Ave-60304/home/13248088,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1125+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=BmSHoK3epaRulzCnAue4itVwLW8=']
1157 S CUYLER AVE,1157 S Cuyler Ave,13250737,41.866806,-87.7830844,/IL/Oak-Park/1157-S-Cuyler-Ave-60304/home/13250737,['https://ssl.cdn-redfin.com/photo/68/mbphoto/635/genMid.10577635_0.jpg']
926 WESLEY AVE UNIT 2,926 Wesley Ave #2,12716410,41.8715084,-87.7913422,/IL/Oak-Park/926-Wesley-Ave-60304/unit-2/home/12716410,['https://ssl.cdn-redfin.com/photo/68/mbphoto/316/genMid.08568316_3.jpg']
924 S KENILWORTH AV,924 S Kenilworth Ave,13247595,41.8714999,-87.7962921,/IL/Oak-Park/924-S-Kenilworth-Ave-60304/home/13247595,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=924+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=YH3lL3Ml1f4TOduA88ZRjDieRI0=']
810 S AUSTIN,810 S Austin Blvd,13250674,41.8700366,-87.7745902,/IL/Oak-Park/810-S-Austin-Blvd-60304/home/13250674,['https://ssl.cdn-redfin.com/photo/68/mbphoto/413/genMid.11881413_0.jpg']
515 S GROVE AV,515 S Grove Ave,13248833,41.8790446,-87.7956417,/IL/Oak-Park/515-S-Grove-Ave-60304/home/13248833,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=515+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=m-eQkI733AQRYAu0EnaFrbdb2bw=']
511 S HIGHLAND,511 Highland Ave,13252389,41.8794352,-87.7822324,/IL/Oak-Park/511-Highland-Ave-60304/home/13252389,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=511+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=xouuWIx8f9LCzCf6uTiRqqhs3gE=']
606 S HUMPHREY,606 S Humphrey Ave,13252437,41.8778915,-87.775549,/IL/Oak-Park/606-S-Humphrey-Ave-60304/home/13252437,['https://ssl.cdn-redfin.com/photo/68/mbphoto/550/genMid.06815550_2.jpg']
1104 S HIGHLAND AVE,1104 Highland Ave,13251647,41.8688049,-87.7813485,/IL/Oak-Park/1104-Highland-Ave-60304/home/13251647,['https://ssl.cdn-redfin.com/photo/68/mbphoto/210/genMid.08341210_2.jpg']
639 S ELMWOOD AVE,639 S Elmwood Ave,13249500,41.876623,-87.7858648,/IL/Oak-Park/639-S-Elmwood-Ave-60304/home/13249500,['https://ssl.cdn-redfin.com/photo/68/mbphoto/578/genMid.09164578_5.jpg']
ONE COMCAST CENTER,,,,,,
PO BOX 208,,,,,,
